tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
f__Enterobacteriaceae,o__Enterobacteriales,family,f__Enterobacteriaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,,
g__Gluconacetobacter,f__Enterobacteriaceae,genus,g__Gluconacetobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Gluconacetobacter,
s__liquefaciens,g__Gluconacetobacter,species,s__liquefaciens,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Gluconacetobacter,s__liquefaciens
f__Sporichthyaceae,o__Actinomycetales,family,f__Sporichthyaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Sporichthyaceae,,
g__Azospirillum,f__Rhodospirillaceae,genus,g__Azospirillum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Azospirillum,
c__Pla3,p__Planctomycetes,class,c__Pla3,Root,k__Bacteria,p__Planctomycetes,c__Pla3,,,,
g__Oscillospira,f__Ruminococcaceae,genus,g__Oscillospira,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Oscillospira,
o__Thiotrichales,c__Gammaproteobacteria,order,o__Thiotrichales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,,,
f__Piscirickettsiaceae,o__Thiotrichales,family,f__Piscirickettsiaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,,
c__Coriobacteriia,p__Actinobacteria,class,c__Coriobacteriia,Root,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,,,,
o__Coriobacteriales,c__Coriobacteriia,order,o__Coriobacteriales,Root,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,,,
f__Coriobacteriaceae,o__Coriobacteriales,family,f__Coriobacteriaceae,Root,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,,
g__Collinsella,f__Coriobacteriaceae,genus,g__Collinsella,Root,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,
s__aerofaciens,g__Collinsella,species,s__aerofaciens,Root,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__aerofaciens
o__Pirellulales,c__Planctomycetia,order,o__Pirellulales,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,,,
f__Pirellulaceae,o__Pirellulales,family,f__Pirellulaceae,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,,
o__pGrfC26,c__MCG,order,o__pGrfC26,Root,k__Archaea,p__Crenarchaeota,c__MCG,o__pGrfC26,,,
c__[Leptospirae],p__Spirochaetes,class,c__[Leptospirae],Root,k__Bacteria,p__Spirochaetes,c__[Leptospirae],,,,
o__[Leptospirales],c__[Leptospirae],order,o__[Leptospirales],Root,k__Bacteria,p__Spirochaetes,c__[Leptospirae],o__[Leptospirales],,,
f__Sediment-4,o__[Leptospirales],family,f__Sediment-4,Root,k__Bacteria,p__Spirochaetes,c__[Leptospirae],o__[Leptospirales],f__Sediment-4,,
g__SJA-88,f__Sediment-4,genus,g__SJA-88,Root,k__Bacteria,p__Spirochaetes,c__[Leptospirae],o__[Leptospirales],f__Sediment-4,g__SJA-88,
c__Anaerolineae,p__Chloroflexi,class,c__Anaerolineae,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,,,,
o__SBR1031,c__Anaerolineae,order,o__SBR1031,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,,,
f__A4b,o__SBR1031,family,f__A4b,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,,
c__Chloroplast,p__Cyanobacteria,class,c__Chloroplast,Root,k__Bacteria,p__Cyanobacteria,c__Chloroplast,,,,
o__Euglenozoa,c__Chloroplast,order,o__Euglenozoa,Root,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Euglenozoa,,,
f__Veillonellaceae,o__Clostridiales,family,f__Veillonellaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,,
g__Selenomonas,f__Veillonellaceae,genus,g__Selenomonas,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Selenomonas,
s__noxia,g__Selenomonas,species,s__noxia,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Selenomonas,s__noxia
p__Elusimicrobia,k__Bacteria,phylum,p__Elusimicrobia,Root,k__Bacteria,p__Elusimicrobia,,,,,
o__Planctomycetales,c__Planctomycetia,order,o__Planctomycetales,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,,,
f__Planctomycetaceae,o__Planctomycetales,family,f__Planctomycetaceae,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,,
g__Planctomyces,f__Planctomycetaceae,genus,g__Planctomyces,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Planctomyces,
p__Gemmatimonadetes,k__Bacteria,phylum,p__Gemmatimonadetes,Root,k__Bacteria,p__Gemmatimonadetes,,,,,
c__Gemm-3,p__Gemmatimonadetes,class,c__Gemm-3,Root,k__Bacteria,p__Gemmatimonadetes,c__Gemm-3,,,,
o__Solirubrobacterales,c__Thermoleophilia,order,o__Solirubrobacterales,Root,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,,,
f__Bacillaceae,o__Bacillales,family,f__Bacillaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,,
p__Chlamydiae,k__Bacteria,phylum,p__Chlamydiae,Root,k__Bacteria,p__Chlamydiae,,,,,
c__Chlamydiia,p__Chlamydiae,class,c__Chlamydiia,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,,,,
c__Ktedonobacteria,p__Chloroflexi,class,c__Ktedonobacteria,Root,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,,,,
o__Ktedonobacterales,c__Ktedonobacteria,order,o__Ktedonobacterales,Root,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,,,
f__Ktedonobacteraceae,o__Ktedonobacterales,family,f__Ktedonobacteraceae,Root,k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,,
g__Rubellimicrobium,f__Rhodobacteraceae,genus,g__Rubellimicrobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rubellimicrobium,
o__BD7-3,c__Alphaproteobacteria,order,o__BD7-3,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__BD7-3,,,
f__Burkholderiaceae,o__Burkholderiales,family,f__Burkholderiaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,,
g__Burkholderia,f__Burkholderiaceae,genus,g__Burkholderia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,
f__Bacteroidaceae,o__Bacteroidales,family,f__Bacteroidaceae,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,,
g__Bacteroides,f__Bacteroidaceae,genus,g__Bacteroides,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,
o__Myxococcales,c__Deltaproteobacteria,order,o__Myxococcales,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,,,
f__Cystobacterineae,o__Myxococcales,family,f__Cystobacterineae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Cystobacterineae,,
g__Reichenbachiella,f__Flammeovirgaceae,genus,g__Reichenbachiella,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Flammeovirgaceae,g__Reichenbachiella,
c__Erysipelotrichi,p__Firmicutes,class,c__Erysipelotrichi,Root,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,,,,
o__Erysipelotrichales,c__Erysipelotrichi,order,o__Erysipelotrichales,Root,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,,,
f__Erysipelotrichaceae,o__Erysipelotrichales,family,f__Erysipelotrichaceae,Root,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,,
g__[Eubacterium],f__Erysipelotrichaceae,genus,g__[Eubacterium],Root,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__[Eubacterium],
s__dolichum,g__[Eubacterium],species,s__dolichum,Root,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__[Eubacterium],s__dolichum
o__Sphingomonadales,c__Alphaproteobacteria,order,o__Sphingomonadales,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,,,
f__Sphingomonadaceae,o__Sphingomonadales,family,f__Sphingomonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,,
g__Sphingomonas,f__Sphingomonadaceae,genus,g__Sphingomonas,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,
s__yabuuchiae,g__Sphingomonas,species,s__yabuuchiae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__yabuuchiae
f__Staphylococcaceae,o__Bacillales,family,f__Staphylococcaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,,
g__Staphylococcus,f__Staphylococcaceae,genus,g__Staphylococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,
f__Sinobacteraceae,o__Xanthomonadales,family,f__Sinobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,,
g__Steroidobacter,f__Sinobacteraceae,genus,g__Steroidobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__Steroidobacter,
c__Acidobacteria-6,p__Acidobacteria,class,c__Acidobacteria-6,Root,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,,,,
o__iii1-15,c__Acidobacteria-6,order,o__iii1-15,Root,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__iii1-15,,,
g__Ruminococcus,f__Ruminococcaceae,genus,g__Ruminococcus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,
g__Robiginitalea,f__Flavobacteriaceae,genus,g__Robiginitalea,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Robiginitalea,
o__WD2101,c__Phycisphaerae,order,o__WD2101,Root,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__WD2101,,,
o__DRC31,c__Anaerolineae,order,o__DRC31,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__DRC31,,,
o__Legionellales,c__Gammaproteobacteria,order,o__Legionellales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,,,
f__Francisellaceae,o__Legionellales,family,f__Francisellaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Francisellaceae,,
f__wb1_P06,o__Acidimicrobiales,family,f__wb1_P06,Root,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__wb1_P06,,
f__Colwelliaceae,o__Alteromonadales,family,f__Colwelliaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Colwelliaceae,,
o__Phycisphaerales,c__Phycisphaerae,order,o__Phycisphaerales,Root,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,,,
c__[Saprospirae],p__Bacteroidetes,class,c__[Saprospirae],Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],,,,
o__[Saprospirales],c__[Saprospirae],order,o__[Saprospirales],Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],,,
f__Saprospiraceae,o__[Saprospirales],family,f__Saprospiraceae,Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Saprospiraceae,,
f__Campylobacteraceae,o__Campylobacterales,family,f__Campylobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,,
g__Arcobacter,f__Campylobacteraceae,genus,g__Arcobacter,Root,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Arcobacter,
g__Spirochaeta,f__Spirochaetaceae,genus,g__Spirochaeta,Root,k__Bacteria,p__Spirochaetes,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,g__Spirochaeta,
s__melaninogenica,g__Prevotella,species,s__melaninogenica,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__melaninogenica
f__Oxalobacteraceae,o__Burkholderiales,family,f__Oxalobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,
f__Alcaligenaceae,o__Burkholderiales,family,f__Alcaligenaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,,
g__Sutterella,f__Alcaligenaceae,genus,g__Sutterella,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Sutterella,
f__ACK-M1,o__Actinomycetales,family,f__ACK-M1,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__ACK-M1,,
g__Shuttleworthia,f__Lachnospiraceae,genus,g__Shuttleworthia,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Shuttleworthia,
o__Caulobacterales,c__Alphaproteobacteria,order,o__Caulobacterales,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,,,
f__Caulobacteraceae,o__Caulobacterales,family,f__Caulobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,,
g__Asticcacaulis,f__Caulobacteraceae,genus,g__Asticcacaulis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,
s__biprosthecium,g__Asticcacaulis,species,s__biprosthecium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__biprosthecium
f__Succinivibrionaceae,o__Aeromonadales,family,f__Succinivibrionaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,,
f__Chitinophagaceae,o__[Saprospirales],family,f__Chitinophagaceae,Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,,
g__Niabella,f__Chitinophagaceae,genus,g__Niabella,Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__Niabella,
g__Lutibacter,f__Flavobacteriaceae,genus,g__Lutibacter,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Lutibacter,
s__maritimus,g__Lutibacter,species,s__maritimus,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Lutibacter,s__maritimus
p__Tenericutes,k__Bacteria,phylum,p__Tenericutes,Root,k__Bacteria,p__Tenericutes,,,,,
c__Mollicutes,p__Tenericutes,class,c__Mollicutes,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,,,,
o__Acholeplasmatales,c__Mollicutes,order,o__Acholeplasmatales,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,,,
f__Acholeplasmataceae,o__Acholeplasmatales,family,f__Acholeplasmataceae,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,,
g__Candidatus_Phytoplasma,f__Acholeplasmataceae,genus,g__Candidatus_Phytoplasma,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Candidatus_Phytoplasma,
o__Chromatiales,c__Gammaproteobacteria,order,o__Chromatiales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,,,
f__Chromatiaceae,o__Chromatiales,family,f__Chromatiaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,,
g__Tenacibaculum,f__Flavobacteriaceae,genus,g__Tenacibaculum,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Tenacibaculum,
g__Gemmata,f__Gemmataceae,genus,g__Gemmata,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__Gemmata,
f__OM27,o__Myxococcales,family,f__OM27,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__OM27,,
f__Porphyromonadaceae,o__Bacteroidales,family,f__Porphyromonadaceae,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,,
g__Paludibacter,f__Porphyromonadaceae,genus,g__Paludibacter,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Paludibacter,
f__Nocardioidaceae,o__Actinomycetales,family,f__Nocardioidaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardioidaceae,,
g__Devosia,f__Hyphomicrobiaceae,genus,g__Devosia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Devosia,
f__Leuconostocaceae,o__Lactobacillales,family,f__Leuconostocaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,,
g__Leuconostoc,f__Leuconostocaceae,genus,g__Leuconostoc,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Leuconostoc,
f__[Mogibacteriaceae],o__Clostridiales,family,f__[Mogibacteriaceae],Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],,
c__Ignavibacteria,p__Chlorobi,class,c__Ignavibacteria,Root,k__Bacteria,p__Chlorobi,c__Ignavibacteria,,,,
o__Ignavibacteriales,c__Ignavibacteria,order,o__Ignavibacteriales,Root,k__Bacteria,p__Chlorobi,c__Ignavibacteria,o__Ignavibacteriales,,,
f__Ignavibacteriaceae,o__Ignavibacteriales,family,f__Ignavibacteriaceae,Root,k__Bacteria,p__Chlorobi,c__Ignavibacteria,o__Ignavibacteriales,f__Ignavibacteriaceae,,
p__SBR1093,k__Bacteria,phylum,p__SBR1093,Root,k__Bacteria,p__SBR1093,,,,,
p__WS6,k__Bacteria,phylum,p__WS6,Root,k__Bacteria,p__WS6,,,,,
c__SC72,p__WS6,class,c__SC72,Root,k__Bacteria,p__WS6,c__SC72,,,,
o__A-2AF,c__SC72,order,o__A-2AF,Root,k__Bacteria,p__WS6,c__SC72,o__A-2AF,,,
p__WWE1,k__Bacteria,phylum,p__WWE1,Root,k__Bacteria,p__WWE1,,,,,
c__[Cloacamonae],p__WWE1,class,c__[Cloacamonae],Root,k__Bacteria,p__WWE1,c__[Cloacamonae],,,,
o__[Cloacamonales],c__[Cloacamonae],order,o__[Cloacamonales],Root,k__Bacteria,p__WWE1,c__[Cloacamonae],o__[Cloacamonales],,,
f__[Cloacamonaceae],o__[Cloacamonales],family,f__[Cloacamonaceae],Root,k__Bacteria,p__WWE1,c__[Cloacamonae],o__[Cloacamonales],f__[Cloacamonaceae],,
g__Candidatus_Cloacamonas,f__[Cloacamonaceae],genus,g__Candidatus_Cloacamonas,Root,k__Bacteria,p__WWE1,c__[Cloacamonae],o__[Cloacamonales],f__[Cloacamonaceae],g__Candidatus_Cloacamonas,
f__Halobacteriaceae,o__Halobacteriales,family,f__Halobacteriaceae,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,,
f__Clostridiaceae,o__Clostridiales,family,f__Clostridiaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,,
g__Clostridium,f__Clostridiaceae,genus,g__Clostridium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,
c__[Chloracidobacteria],p__Acidobacteria,class,c__[Chloracidobacteria],Root,k__Bacteria,p__Acidobacteria,c__[Chloracidobacteria],,,,
o__RB41,c__[Chloracidobacteria],order,o__RB41,Root,k__Bacteria,p__Acidobacteria,c__[Chloracidobacteria],o__RB41,,,
f__Ellin6075,o__RB41,family,f__Ellin6075,Root,k__Bacteria,p__Acidobacteria,c__[Chloracidobacteria],o__RB41,f__Ellin6075,,
p__Verrucomicrobia,k__Bacteria,phylum,p__Verrucomicrobia,Root,k__Bacteria,p__Verrucomicrobia,,,,,
c__Verrucomicrobiae,p__Verrucomicrobia,class,c__Verrucomicrobiae,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,,,,
o__Verrucomicrobiales,c__Verrucomicrobiae,order,o__Verrucomicrobiales,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,,,
f__Verrucomicrobiaceae,o__Verrucomicrobiales,family,f__Verrucomicrobiaceae,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,,
g__Akkermansia,f__Verrucomicrobiaceae,genus,g__Akkermansia,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Akkermansia,
s__muciniphila,g__Akkermansia,species,s__muciniphila,Root,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Akkermansia,s__muciniphila
c__Chloroflexi,p__Chloroflexi,class,c__Chloroflexi,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,,,,
o__Chloroflexales,c__Chloroflexi,order,o__Chloroflexales,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Chloroflexales,,,
f__[Chlorothrixaceae],o__Chloroflexales,family,f__[Chlorothrixaceae],Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Chloroflexales,f__[Chlorothrixaceae],,
f__[Odoribacteraceae],o__Bacteroidales,family,f__[Odoribacteraceae],Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Odoribacteraceae],,
g__Butyricimonas,f__[Odoribacteraceae],genus,g__Butyricimonas,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__[Odoribacteraceae],g__Butyricimonas,
f__Haliangiaceae,o__Myxococcales,family,f__Haliangiaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,,
o__Rickettsiales,c__Alphaproteobacteria,order,o__Rickettsiales,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,,,
f__Pelagibacteraceae,o__Rickettsiales,family,f__Pelagibacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Pelagibacteraceae,,
f__Peptostreptococcaceae,o__Clostridiales,family,f__Peptostreptococcaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,,
o__S0208,c__Anaerolineae,order,o__S0208,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__S0208,,,
p__Fusobacteria,k__Bacteria,phylum,p__Fusobacteria,Root,k__Bacteria,p__Fusobacteria,,,,,
c__Fusobacteriia,p__Fusobacteria,class,c__Fusobacteriia,Root,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,,,,
o__Fusobacteriales,c__Fusobacteriia,order,o__Fusobacteriales,Root,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,,,
f__Fusobacteriaceae,o__Fusobacteriales,family,f__Fusobacteriaceae,Root,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,,
g__Fusobacterium,f__Fusobacteriaceae,genus,g__Fusobacterium,Root,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,
f__Actinomycetaceae,o__Actinomycetales,family,f__Actinomycetaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,,
p__AC1,k__Bacteria,phylum,p__AC1,Root,k__Bacteria,p__AC1,,,,,
c__B04R032,p__AC1,class,c__B04R032,Root,k__Bacteria,p__AC1,c__B04R032,,,,
